YearMonth,LangName,CommitCnts
2013-2,ASP,8195496
2005-11,Assembly,16171146
2008-11,Groff,7453156
2015-11,XSLT,871844
2011-12,Tcl,466088
2013-7,QMake,290374
2009-6,Java,1163821
2013-7,Lua,598450
2007-1,Objective-C,6343218
2016-2,GLSL,396347
2017-4,Dart,25651
2006-3,Scilab,19578237
2006-3,Makefile,16601399
2012-3,PLpgSQL,378146
2018-7,CSS,1522787
2008-4,Prolog,3177261
2013-1,Tcl,636800
2013-1,ApacheConf,971678
2012-4,Roff,1004573
2012-12,PLpgSQL,320536
2014-8,M4,1162801
2013-5,PHP,3212475
2010-11,GLSL,358866
2012-1,PLSQL,307571
2014-2,Emacs Lisp,929960
2007-3,Erlang,962227
2010-1,SuperCollider,1657762
2011-6,PostScript,425530
2018-11,Go,585415
2017-8,ANTLR,84201
2020-2,Batchfile,726905
2014-7,Swift,301314
2014-6,Tcl,649697
2011-6,Dockerfile,176750
2005-12,Makefile,4104847
2012-5,Smarty,326192
2015-8,Prolog,323036
2012-12,Smarty,340164
2006-8,ApacheConf,330987
2002-8,Objective-C,467041
2012-2,Rebol,73023
2013-11,Red,5910
2007-2,JavaScript,5061399
2006-4,Gherkin,137771
2007-8,Java,896730
2008-4,ActionScript,108887
2007-11,PHP,1287885
2003-1,CSS,520371
2005-5,Prolog,770019
2015-2,Dockerfile,1174315
2014-7,TypeScript,765816
2018-4,C#,508114
2016-3,Rebol,34835
2014-2,Lua,785842
2019-5,Dockerfile,1024637
2012-9,Raku,34283
2003-1,C++,700772
2010-7,ActionScript,292372
2007-11,ActionScript,129292
2005-12,CSS,975243
2001-8,Lua,40521
2002-8,Makefile,377028
2002-11,VimL,53759
2002-11,Visual Basic,126500
2017-5,Vue,161129
2011-8,Clean,2619
2003-9,Gherkin,79260
2005-2,Racket,21434
2005-9,HTML,1057455
2011-2,,1364711
2012-6,Smarty,286275
2001-2,Scala,38207
2002-9,C++,538705
2009-1,GAP,244114
2018-9,Vue,93313
2003-12,XSLT,353918
2003-12,Awk,239602
2012-2,F#,56783
2020-5,Perl,713946
2004-4,VimL,96876
2015-8,Smalltalk,254184
2005-8,PLSQL,218844
2006-12,Common Lisp,69328
2003-9,Scala,56117
2003-2,CSS,385972
2005-3,Lua,157073
2003-6,XSLT,394469
2004-7,Visual Basic,103541
2014-3,Mustache,64403
2003-1,Python,621528
2020-3,Groff,26579
2017-7,MATLAB,106227
2019-3,Groff,27173
2001-7,VimL,38654
2000-2,JavaScript,94702
2018-12,Assembly,445499
2014-5,Thrift,214552
2020-12,Arduino,1495
2019-5,C++,1020158
2019-5,Groff,24844
2014-6,Scheme,340341
2006-4,Emacs Lisp,357995
2000-12,M,18580
2013-3,AppleScript,350902
2013-2,Matlab,286081
2018-6,ASP,26911
2016-6,Logos,62227
2005-11,M4,1955052
2016-2,Elixir,43278
2019-5,Lua,289253
2002-5,Factor,71
2008-11,Clean,3793
2013-2,Dart,79076
2018-9,Yacc,315186
2018-12,XSLT,180998
2011-12,SCSS,96726
2019-10,Groff,29341
2014-7,Arduino,221618
2007-6,M,33775
2014-8,QML,160563
2017-8,Arduino,17758
2010-5,AppleScript,226376
2010-12,Dockerfile,142004
2006-3,PowerShell,40105
2008-9,Clean,4202
2006-6,M,30853
2015-8,Rich Text Format,32989
2002-5,Elixir,68866
2019-10,Rich Text Format,26410
2017-8,R,184127
2016-9,UnrealScript,917177
2008-2,Logos,224219
2007-11,PowerShell,49723
2018-12,Fortran,58851
2019-12,Gherkin,66094
2019-5,Swift,170921
2020-9,Smarty,102039
2014-7,Rust,235087
2017-12,Arduino,6685
2017-2,Gnuplot,42625
2014-7,Jupyter Notebook,123222
2014-11,Coq,20916
2016-9,Jsonnet,14071
2014-3,SuperCollider,43245
2013-5,Vim Script,35607
2015-8,SWIG,28554
2017-7,Jsonnet,16388
2018-5,Raku,36636
2012-8,Dockerfile,346164
2020-4,Jinja,54509
2016-11,Raku,46009
2009-12,SQLPL,171480
2016-3,Scheme,146968
2019-9,Mako,26171
2017-2,DTrace,204337
2016-8,OpenEdge ABL,80723
2012-9,Forth,128035
2008-8,Bison,2563416
2011-2,Smalltalk,153520
2013-7,Fortran,105050
2020-1,M4,177541
2017-2,AutoIt,5343
2011-5,Forth,128940
2009-7,Gettext Catalog,6515
2005-7,Scheme,144742
2019-4,DTrace,74945
2007-5,Roff,746928
2015-1,OpenEdge ABL,158539
2016-3,BlitzBasic,5928
2007-10,Vim Script,13667
2013-8,Liquid,22619
2014-10,OpenEdge ABL,127031
2004-12,Ada,127065
2017-7,Forth,18381
2004-11,Mathematica,53023
2009-7,SystemVerilog,28079
2003-1,NewLisp,32028
2001-6,Go,104417
2001-10,NSIS,27030
2012-1,Fortran,90824
2006-12,Vim Script,9578
2008-10,Fortran,78409
2009-8,Mathematica,58484
2019-5,NSIS,84021
2004-4,sed,13408
2014-8,Bison,1196817
2010-12,SRecode Template,14884
2001-8,Roff,52939
2007-4,Slash,50932
2007-7,Perl 6,306781
2011-4,Ragel in Ruby Host,57210
2008-3,Mako,22464
2005-1,Forth,64554
2000-4,Matlab,83588
2012-7,nesC,120320
2006-9,Haxe,38893
2005-6,Haxe,9553
2012-7,DTrace,140594
2014-1,OpenEdge ABL,82734
2000-3,Scheme,98290
2016-12,SRecode Template,19350
2000-1,PHP,81219
2009-4,Ragel in Ruby Host,24272
2003-11,Go,114192
2003-11,NSIS,74757
2018-6,AutoIt,3047
2002-11,Erlang,42917
2014-5,FreeMarker,163382
2009-10,sed,42830
2004-11,Gettext Catalog,2862
2004-8,AppleScript,60353
2016-2,BlitzBasic,6021
2020-6,HCL,59714
2013-2,sed,59402
2020-3,AspectJ,4465
2012-2,Nginx,38853
2011-12,Dart,53680
2006-1,sed,24566
2014-1,nesC,127650
2016-12,CartoCSS,838
2015-8,VHDL,11722
2017-12,Julia,14192
2013-8,TSQL,117247
2019-4,Less,76357
2020-7,GLSL,95995
2011-1,XML,550439
2014-2,Pawn,15084
2010-6,LilyPond,13804
2016-12,Cython,43416
2011-11,FORTRAN,147527
2013-8,Modula-3,297
2014-4,1C Enterprise,15545
2018-12,BitBake,4249
2018-5,Nix,43262
2020-7,SWIG,36266
2007-12,Inno Setup,41681
2010-5,LilyPond,7311
2018-1,1C Enterprise,37201
2017-5,Modula-3,449
2006-2,Cucumber,98655
2012-8,FORTRAN,137973
2016-6,Pawn,43232
2014-10,Brainfuck,54157
2004-2,Smarty,78851
2006-11,Dockerfile,41497
2010-9,Cython,12158
2003-1,SourcePawn,125674
2010-4,FORTRAN,140218
2002-4,Smarty,53416
2001-4,SourcePawn,75536
2003-11,Cython,560
2003-11,Dockerfile,18015
2007-11,Tcl,328348
2006-6,MATLAB,20535
2010-4,Vim Snippet,829
2006-9,Cucumber,195380
2006-7,Cucumber,98240
2006-5,Rich Text Format,6595
2001-6,FORTRAN,104111
2007-4,TypeScript,77170
2002-6,Dockerfile,9146
2008-3,MATLAB,33714
2004-9,TypeScript,17585
2012-1,Rich Text Format,16699
2012-1,FLUX,106417
2003-11,PLpgSQL,67990
2006-8,TypeScript,65413
2020-4,Limbo,1217
2010-10,Rebol,63212
2011-3,ColdFusion,24083
2016-8,Csound,2439
2017-7,Csound,1583
2019-1,Erlang,37423
2015-3,PureBasic,45196
2016-7,Racket,6402
2018-12,SaltStack,18734
2005-5,GAP,191336
2004-1,GAP,159059
2002-4,GAP,105340
2007-6,E,38982
2007-6,Pure Data,60445
2000-2,Nemerle,19591
2011-6,Vim Snippet,1604
2002-12,Pure Data,72596
2010-4,E,39215
2002-1,Eiffel,55783
2017-10,V,3575
2013-10,Pure Data,61960
2004-3,Elixir,45019
2009-10,XQuery,78997
2013-5,Processing,136422
2002-10,E,35418
2003-6,Rebol,64957
2005-9,EmberScript,7072
2018-4,Visual Basic .NET,35161
2006-10,Eiffel,31092
2006-12,E,32561
2016-1,Glyph,96
2007-10,Arc,23936
2011-10,Nemerle,23566
2018-5,Handlebars,40758
2005-4,Arc,11271
2016-1,Haxe,22932
2009-4,F#,24757
2020-5,XQuery,10514
2020-8,Svelte,1428
2017-10,XQuery,16616
2012-3,Cuda,82319
2009-5,Cuda,33488
2018-3,LabVIEW,82
2013-2,Dhall,199
2017-7,HLSL,75966
2015-4,EmberScript,111972
2018-11,AppleScript,14096
2012-10,VBScript,10495
2013-4,xBase,3709
2009-11,WebAssembly,1049
2010-10,CLIPS,155998
2007-6,GLSL,55556
2009-9,DIGITAL Command Language,92543
2009-12,Gnuplot,72338
2009-1,QMake,111775
2009-6,SAS,82465
2008-7,Standard ML,52279
2016-3,Ballerina,3934
2017-8,AppleScript,23195
2011-11,VBScript,15008
2011-11,Verilog,36816
2012-2,xBase,4456
2016-8,AppleScript,47715
2017-1,VBScript,20167
2013-10,V,1955
2018-10,MQL5,40
2015-1,Smali,2827
2003-12,CLIPS,67092
2015-4,Hy,10815
2009-3,DIGITAL Command Language,70851
2007-3,Vala,6657
2004-3,ASP,28354
2015-6,Brainfuck,46109
2008-10,Nix,9482
2020-7,Cuda,25451
2008-2,Verilog,15593
2002-8,Nix,2207
2002-11,Standard ML,35093
2009-9,COBOL,8207
2016-8,REALbasic,25
2016-1,ASP.NET,9004
2017-11,ABAP,1338
2013-2,AGS Script,12383
2003-12,Opa,52
2009-5,AGS Script,16184
2008-11,Elm,26416
2013-4,AGS Script,15735
2003-6,IDL,11293
2006-11,AGS Script,6602
2020-10,GDB,65149
2011-11,Ragel,16258
2003-3,GLSL,12881
2009-2,AGS Script,8045
2010-5,Swift,14465
2020-5,Nunjucks,7304
2018-5,ABAP,966
2019-12,Dart,18600
2009-3,LLVM,52559
2006-7,Thrift,21444
2010-12,ATS,3975
2005-9,Verilog,5361
2000-8,ActionScript,4584
2005-11,Mustache,29949
2018-5,Scilab,46122
2017-5,Latte,289
2006-4,SCSS,69197
2011-8,Starlark,6370
2008-5,Euphoria,930
2010-4,GCC Machine Description,11119
2019-12,Racket,1868
2012-12,Cirru,6696
2018-2,Odin,157
2013-8,Lean,13636
2005-1,Cuda,13727
2001-3,Cuda,10355
2018-10,Nginx,28574
2013-6,Crystal,27909
2019-8,MoonScript,670
2006-8,Mercury,3076
2013-3,Cirru,18109
2000-12,MATLAB,13354
2017-12,UrWeb,909
2010-11,Mercury,11162
2010-11,LiveScript,16456
2003-9,Mercury,3284
2003-11,Cuda,10941
2003-8,PicoLisp,17860
2014-11,COBOL,23321
2016-8,UrWeb,4817
2002-12,Cuda,8692
2011-4,Io,42756
2008-2,Mercury,7459
2017-1,Game Maker Language,6768
2010-2,Nu,73744
2004-4,ColdFusion,1072
2003-5,AMPL,7796
2013-6,Coq,7389
2004-8,Clean,1384
2019-8,Max,4884
2014-2,Redcode,18262
2015-8,XC,20944
2009-6,Redcode,14892
2018-6,IDL,12573
2013-11,VCL,11842
2002-9,SaltStack,2618
2001-4,QMake,30717
2001-4,Standard ML,37553
2010-9,Redcode,30810
2003-7,Redcode,9962
2012-8,SaltStack,3992
2017-5,IDL,57943
2012-12,PAWN,37127
2020-8,Clarion,596
2001-10,SaltStack,2024
2018-10,Clarion,1120
2016-4,Clarion,3978
2020-2,Clarion,684
2020-12,Protocol Buffer,16901
2014-8,Racket,34989
2004-4,Objective-J,783
2014-3,RAML,7755
2013-11,SmPL,28663
2012-7,SmPL,16814
2007-5,SmPL,7307
2017-6,RPC,14156
2020-5,XS,6315
2013-11,Modelica,3458
2017-4,Modelica,1535
2006-6,CoffeeScript,75315
2019-6,G-code,4488
2014-4,RPC,8833
2011-10,RAML,2693
2017-6,GDScript,10980
2008-10,Nginx,8703
2013-5,Graphviz (DOT),32811
2004-2,Nginx,4030
2012-8,Graphviz (DOT),45063
2012-1,Limbo,7184
2010-8,Graphviz (DOT),100426
2003-12,Nginx,314
2019-8,SourcePawn,185368
2011-4,Limbo,5715
2018-5,Mask,1726
2015-6,Futhark,126
2019-4,XC,1684
2019-2,XC,4209
2018-2,Open Policy Agent,675
2013-5,mIRC Script,5824
2008-8,Apex,9221
2014-7,Frege,1033
2020-7,Futhark,120
2013-3,Frege,1853
2014-9,Haml,8429
2017-7,V,2660
2015-2,Bro,825
2015-1,mIRC Script,4298
2015-7,Clean,1709
2016-1,mIRC Script,5761
2009-7,Terra,11112
2008-6,Terra,8787
2005-5,PowerShell,28991
2008-4,PAWN,76380
2009-5,PAWN,31655
2009-10,Web Ontology Language,4593
2013-2,Sass,7441
2014-6,Starlark,22627
2011-5,Haml,6313
2010-9,Ioke,124
2007-2,POV-Ray SDL,50507
2006-7,TSQL,14418
2002-5,DOT,12620
2000-7,DOT,8135
2007-2,TSQL,17154
2017-6,PigLatin,3788
2015-5,Pug,10057
2008-1,IGOR Pro,1141
2014-7,IGOR Pro,745
2018-6,Logtalk,134
2006-10,Lasso,19463
2008-10,Fantom,72
2007-12,LiveScript,2208
2011-8,Modelica,1192
2007-11,Xtend,1322
2011-3,Max,35668
2012-9,Dylan,441
2007-6,AspectJ,68574
2008-5,Xtend,1498
2008-12,AspectJ,46452
2008-7,AspectJ,67779
2007-8,MoonScript,395
2007-8,ShellSession,105
2012-7,Svelte,116
2009-12,AngelScript,6985
2009-4,Ecl,174
2009-1,Moocode,175
2008-9,eC,4261
2009-9,AngelScript,5339
2012-6,Web Ontology Language,8366
2007-2,Fancy,636
2010-5,mupad,517
2007-4,Dart,2002
2012-8,Slim,1283
2009-6,Moocode,112
2009-11,Hy,137
2010-9,AngelScript,7934
2009-9,Bro,450
2007-9,Dart,2995
2009-11,Dhall,6
2014-12,HyPhy,987
2015-3,Zimpl,4422
2013-12,Slim,1616
2019-4,AngelScript,3510
2015-7,AngelScript,22313
2012-12,J,86063
2014-1,J,77640
2003-11,SQLPL,56523
2003-3,SQLPL,70097
2012-5,Volt,298
2005-2,XProc,2561
2017-9,Click,562
2018-10,MLIR,44764
2000-12,WebAssembly,474
2006-8,WebAssembly,1825
2013-7,Rascal,3060
2007-2,WebAssembly,1461
2010-1,Jinja,2373
2019-9,GAMS,116
2008-4,XC,87603
2002-7,SCSS,17060
2016-7,Fantom,633
2004-9,Kotlin,1021
2020-11,J,2305
2018-10,Idris,509
2019-9,Cirru,413
2000-5,Brainfuck,34440
2004-7,BitBake,2707
2015-5,TLA,18412
2011-5,Delphi,14005
2018-11,eC,4005
2012-1,TLA,11150
2005-12,Delphi,8029
2011-4,TLA,3728
2019-12,YAML,235
2004-10,Processing,158
2015-10,MTML,10
2011-7,Isabelle,2907
2006-7,LiveScript,1241
2010-1,Isabelle,1034
2014-8,LookML,735
2018-2,AMPL,15797
2015-10,Pike,778
2020-10,Elvish,115
2008-3,KiCad,1360
2017-5,Elvish,129
2015-7,Elvish,236
2000-3,Julia,1663
2016-5,Ragel in Ruby Host,4332
2000-4,Julia,1261
2005-4,Limbo,1824
2016-2,PureScript,4394
2017-4,Csound Document,1479
2006-7,Pawn,9535
2008-4,Turing,17746
2019-9,Lasso,128
2010-4,Turing,20396
2011-3,Fluent,2001
2019-6,ColdFusion,1102
2006-3,Web Ontology Language,3446
2000-8,Coq,622
2002-9,Web Ontology Language,1547
2012-10,Metal,8664
2007-2,Eagle,1120
2016-10,Gosu,536
2003-3,Eagle,416
2015-8,BASIC,1639
2016-1,Turing,1535
2014-4,Metal,10062
2012-7,JFlex,6512
2017-10,Qt Script,728
2018-5,ImageJ Macro,3187
2012-4,KRL,683
2018-9,ImageJ Macro,3452
2002-10,POV-Ray SDL,26725
2003-1,PureBasic,310
2019-4,Eagle,606
2005-3,Crystal,661
2019-2,Brainfuck,5745
2020-11,KiCad,391
2019-6,Brainfuck,5013
2000-7,Crystal,377
2004-4,JSONiq,360
2014-1,Chapel,5327
2004-1,NASL,5635
2014-5,Glyph,96
2007-4,Game Maker Language,10342
2015-3,Chapel,8149
2006-10,Handlebars,8129
2014-9,DOT,953
2020-2,EmberScript,6334
2004-12,Rich Text Format,5539
2018-7,EmberScript,11734
2018-4,SMT,1129
2008-4,API Blueprint,684
2003-10,API Blueprint,432
2005-4,Component Pascal,8398
2020-9,Lean,1056
2018-8,CartoCSS,367
2011-11,Squirrel,9439
2012-6,Squirrel,2570
2005-1,Csound Score,4339
2005-5,Csound Score,4468
2006-3,Csound Score,2792
2001-1,Gherkin,7151
2010-8,Csound Score,816
2012-3,ECL,848
2018-3,kvlang,1037
2020-8,kvlang,508
2019-2,Genie,811
2020-5,Genie,667
2000-6,Rich Text Format,1240
2017-6,Pan,364
2001-7,Kotlin,148
2019-5,REXX,3744
2007-6,REXX,6546
2011-1,Nit,490
2015-5,Agda,619
2014-12,Click,1064
2015-8,NetLinx,614
2018-3,PureScript,6735
2014-11,ShaderLab,1441
2016-12,Riot,977
2018-12,Csound Score,769
2013-1,MoonScript,1708
2006-9,Cap'n Proto,590
2014-12,XPages,190
2002-1,Isabelle,463
2020-2,Faust,2066
2019-4,WebIDL,3688
2016-7,Reason,2410
2017-11,Pike,109
2001-4,AspectJ,36
2020-6,Monkey C,226
2015-12,Monkey C,407
2014-5,Monkey C,900
2020-12,Squirrel,262
2002-9,LLVM,4947
2017-10,LabVIEW,230
2005-10,Nu,41857
2013-2,Chapel,3861
2001-12,PAWN,14804
2019-6,SAS,8886
2013-11,Earthly,325
2012-8,Reason,1439
2011-10,Brightscript,381
2012-1,Brightscript,250
2010-9,Brightscript,72
2014-9,Harbour,967
2018-5,SRecode Template,7761
2014-8,Bro,1353
2018-9,Modula-2,2173
2014-3,CWeb,5418
2012-9,CWeb,5028
2003-2,CWeb,3981
2001-11,LLVM,3884
2001-5,LLVM,2627
2013-4,Myghty,3534
2006-2,Mako,2569
2018-6,Self,42
2008-2,PigLatin,176
2011-1,Pike,1049
2010-9,Grace,2
2017-6,RouterOS Script,1066
2013-9,Nextflow,484
2010-9,SMT,475
2013-6,Nextflow,275
2010-2,Cycript,26
2008-7,Rascal,159
2012-11,TXL,400
2020-3,Augeas,3305
2017-1,Witcher Script,161
2013-6,JetBrains MPS,539
2013-2,JetBrains MPS,709
2018-1,Markdown,153
2004-12,Promela,3822
2020-3,Promela,12341
2016-8,Bluespec,582
2007-6,Promela,2080
2006-6,LiveScript,1139
2005-2,RPC,7127
2020-11,F*,228
2005-3,Euphoria,1263
2009-7,Euphoria,1018
2017-6,Turing,1775
2020-8,F*,419
2020-4,DM,21907
2016-4,Myghty,2600
2000-6,Hack,6652
2002-9,Sass,59
2005-1,Sass,364
2009-1,mIRC Script,1140
2020-7,Myghty,187
2005-12,mIRC Script,942
2001-7,Vue,16
2017-3,Myghty,1977
2005-2,Puppet,17343
2002-10,XML,8331
2000-7,VBA,502
2016-9,Visual Basic 6.0,1489
2018-12,Visual Basic 6.0,1558
2019-5,Visual Basic 6.0,1321
2009-11,ZenScript,103
2011-8,Faust,535
2018-9,StringTemplate,8972
2008-4,StringTemplate,519
2017-6,ZenScript,288
2005-7,StringTemplate,496
2011-1,ZenScript,29
2018-11,Visual Basic 6.0,1661
2011-6,Faust,467
2012-11,Xojo,16
2011-4,ZenScript,15
2012-12,ZenScript,1
2017-11,FLUX,6366
2011-10,Svelte,92
2004-2,xBase,365
2003-5,xBase,292
2020-9,PigLatin,1616
2003-7,Twig,600
2006-1,ooc,540
2006-4,Fluent,13
2005-2,Fluent,33
2004-3,ImageJ Macro,29
2003-2,Pug,57
2006-3,ImageJ Macro,18
2006-3,ooc,351
2011-4,Pug,792
2002-7,Classic ASP,27
2002-1,ImageJ Macro,1
2006-1,Boo,6090
2006-4,Boo,5215
2016-8,Nasal,5512
2016-1,Nasal,5745
2004-2,Clarion,323
2017-5,Modelica,1734
2015-10,Latte,178
2018-8,PowerBuilder,295
2018-11,Component Pascal,318
2018-12,PowerBuilder,167
2011-3,ReScript,3294
2006-2,Metal,45
2010-3,LSL,1835
2010-1,LSL,2748
2017-1,Monkey C,293
2018-12,Bro,288
2010-11,JetBrains MPS,399
2010-10,JetBrains MPS,303
2017-7,YAML,215
2007-5,RenderScript,6485
2013-8,Xonsh,18
2012-12,GAMS,162
2020-3,YARA,4210
2016-7,DOT,599
2015-10,Closure Templates,894
2015-5,MQL5,90
2008-6,KiCad Layout,14
2015-8,Nearley,72
2012-8,KiCad Layout,286
2014-3,Polar,84
2018-3,Inform 7,1516
2000-5,SmPL,4400
2012-11,Inform 7,550
2011-2,Ceylon,2072
2003-10,PAWN,16293
2020-3,Red,2698
2019-3,ASL,9214
2018-2,HolyC,17
2016-1,Gleam,39
2017-6,Gleam,6
2020-2,IGOR Pro,6
2015-10,Ring,44
2020-9,Agda,229
2008-8,V,1078
2007-12,V,612
2018-12,Cool,1113
2015-6,GAML,78
2019-6,MQL4,21
2016-12,Genero,9
2011-1,1C Enterprise,96
2014-4,TXL,188
2013-5,Slice,519
2007-5,Frege,1640
2009-7,Self,103
2011-5,Slice,840
2014-5,wdl,64
2005-12,AIDL,387
2020-12,ChucK,1
2012-7,Asymptote,48
2013-4,Asymptote,312
2017-2,Velocity Template Language,154
2013-9,BASIC,1114
2018-8,Imba,99
2011-2,Asymptote,68
2014-10,Bluespec,1390
2019-12,Closure Templates,875
2009-4,RUNOFF,8
2019-4,XPages,6
2005-2,BASIC,321
2003-11,PEG.js,30
2001-8,Mustache,31
2016-3,Sieve,277
2017-1,Sieve,570
2017-7,Sieve,316
2020-6,Sieve,473
2015-8,Mermaid,170
2007-7,Graphviz (DOT),91846
2007-5,Nim,251
2012-11,Monkey,893
2019-10,Bison,10237
2005-3,AutoHotkey,47
2004-12,AutoHotkey,90
2012-12,AL,38
2001-9,KRL,1409
2018-2,Papyrus,238
2017-6,KiCad Layout,1391
2006-12,Kit,4
2019-11,Kit,17
2000-1,Fancy,41
2004-2,Fancy,57
2011-11,Alloy,83
2013-12,Reason,1520
2012-4,Reason,700
2008-5,Reason,496
2010-4,Alloy,29
2011-4,UrWeb,48
2012-8,NCL,674
2004-11,BitBake,2765
2010-12,Agda,265
2019-6,Cadence,2777
2017-5,Xojo,86
2020-3,Macaulay2,127
2020-1,Wren,348
2019-1,Redcode,1267
2010-7,ASL,430
2010-6,ASL,249
2007-1,ASL,110
2012-4,Oxygene,1312
2020-9,ZAP,629
2004-4,EJS,71
2003-6,EJS,62
2016-12,Zimpl,254
2013-8,Bicep,66
2015-8,PogoScript,13
2015-8,Zimpl,588
2010-1,Genie,236
2018-3,MQL4,137
2001-11,SMT,115
2007-6,SMT,86
2004-5,Stata,141
2004-1,Graphviz (DOT),526
2005-3,Graphviz (DOT),260
2012-10,Chapel,5105
2012-9,LOLCODE,3545
2007-9,Grammatical Framework,6
2002-2,Jinja,519
2015-4,Mirah,1264
2020-2,ObjectScript,1051
2015-3,Ring,6
2007-4,TLA,2
2020-12,Scaml,109
2011-1,Scaml,70
2019-1,Scaml,146
2004-12,F*,35
2003-6,AutoIt,45
2003-10,Elm,10
2012-4,PDDL,12
2014-7,ShellSession,88
2018-2,Diff,23
2017-11,KiCad Layout,469
2007-5,Oz,7
2014-9,Fennel,427
2020-8,Nit,53
2010-5,Csound Document,130
2005-2,Csound Document,420
2010-3,Qt Script,19
2005-12,Filebench WML,12
2014-1,NetLogo,97
2017-7,Wollok,42
2004-11,Faust,106
2020-11,WebIDL,176
2017-3,ZAP,102
2011-2,Velocity Template Language,68
2020-12,Velocity Template Language,49
2010-5,G-code,98
2017-1,Berry,188
2017-5,Kit,24
2008-2,Nit,10
2010-1,Golo,132
2011-5,Stan,42
2008-4,Smali,72
2008-5,Shen,108
2008-11,Golo,84
2010-10,X10,16
2008-12,Common Workflow Language,23
2018-11,Shen,75
2004-12,Slice,369
2007-10,Slice,236
2012-12,Singularity,291
2009-3,Zig,32
2020-2,Tea,63
2007-10,Berry,60
2012-5,mcfunction,58
2016-6,Motoko,1053
2016-1,Boogie,127
2012-3,Fennel,134
2006-12,Zeek,122
2015-3,Smithy,70
2019-4,Smithy,62
2012-9,Macaulay2,293
2011-5,Smithy,28
2014-6,Scaml,187
2019-1,Smithy,28
2010-3,Smithy,62
2011-10,Smithy,16
2011-1,Solidity,44
2018-8,Opa,11
2010-10,Motoko,10
2010-7,Zeek,10
2006-10,Cypher,132
2012-6,Smithy,38
2010-4,MQL5,8
2007-4,Zeek,14
2013-11,Kaitai Struct,32
2003-2,Blade,7
2007-2,Nextflow,52
2010-2,Nextflow,51
2009-7,Nextflow,54
2015-3,EQ,9
2020-3,LOLCODE,6
2001-12,Nu,113
2020-6,EQ,166
2007-1,Propeller Spin,5
2001-3,Ragel,12
2020-11,Yul,398
2012-5,Glyph,12
2013-8,Glyph,10
2005-4,Jolie,71
2018-5,Bikeshed,2
2017-1,Bikeshed,2
2018-2,Bikeshed,2
2016-2,Move,226
2006-6,Move,80
2007-3,Move,10
2018-4,Move,21
2011-11,Move,37
2010-8,Move,6
2013-11,Elvish,55
2009-4,RPGLE,8
2017-9,Vyper,14
2018-3,wisp,5
2015-12,TXL,49
2018-3,Adblock Filter List,455
2000-4,Click,387
2017-2,BrighterScript,3
2001-9,PowerBuilder,68
2001-6,PowerBuilder,18
2014-4,reStructuredText,1
2000-11,Visual Basic .NET,22
2002-11,Jolie,86
2016-1,Astro,7
2010-4,Xonsh,3
2008-6,Xonsh,27
2009-3,Self,148
2010-8,Closure Templates,205
2010-10,Closure Templates,199
2005-12,PureScript,99
2001-7,Web Ontology Language,2855
2002-3,NWScript,104
2015-5,NWScript,11
2007-9,NWScript,2
2019-5,NWScript,5
2003-7,ChucK,1039
2000-5,ChucK,949
2016-12,Ox,6
2012-7,Opal,91
2007-12,Qt Script,9
2018-9,Astro,2
2015-2,Odin,1
2007-10,Mirah,584
2004-1,G-code,51
2007-8,OpenSCAD,32
2014-2,INI,106
2003-2,OpenSCAD,12
2020-10,INI,2
2005-9,ATS,2834
2019-10,Org,96
2012-7,Mermaid,9
2011-1,Mermaid,6
2007-11,Bluespec,40
2005-6,Bluespec,44
2004-10,Asymptote,8
2009-6,C++,35958506
2013-4,TeX,3477106
2011-3,Awk,31962401
2016-5,Shell,9177477
2015-6,PowerShell,2416374
2005-6,UnrealScript,10564339
2008-10,C++,35053399
2010-7,Erlang,1835932
2013-4,CSS,7578794
2015-5,Objective-C,8115192
2011-12,Perl,25618234
2014-2,ActionScript,399409
2007-5,Clojure,7551360
2013-10,Awk,12643291
2016-12,Batchfile,4001824
2016-12,PowerShell,3134000
2011-11,SourcePawn,13692379
2011-3,Groovy,452555
2014-2,Lex,7826756
2006-5,Lex,4037943
2006-5,Yacc,4066960
2008-1,TeX,7719045
2015-9,PHP,2732181
2008-2,Erlang,2765869
2015-3,PowerShell,2471636
2005-8,DOT,887370
2010-3,Objective-C,26053032
2011-9,C,20898650
2018-1,Jinja,67224
2011-2,Gherkin,125203
2012-4,NSIS,863417
2012-12,TeX,2193934
2015-1,OCaml,189528
2009-11,VimL,6618860
2011-9,XSLT,5846183
2007-6,Yacc,4105650
2007-6,GDB,896752
2010-6,Erlang,1484823
2012-3,,2019115
2011-8,GLSL,304902
2005-5,Perl,9872689
2014-4,QML,124852
2013-11,Go,1492075
2014-11,CMake,1700119
2018-3,JavaScript,2453182
2018-4,Fortran,87285
2017-12,CMake,722549
2015-7,M4,822404
2007-8,Factor,235
2017-8,TypeScript,494911
2018-6,Batchfile,1131527
2012-6,GLSL,300804
2017-5,Protocol Buffer,423446
